date,signal_raw,signal_smoothed,position,p_down,p_flat,p_up,pred_label,true_label
2021-03-26,0.05751621629767795,0.06878217735438313,0.5,0.3242027420727711,0.29407829955677967,0.38171895837044906,2,2
2021-03-29,0.2539099552678904,0.1140501473718843,0.5,0.23494527834680545,0.276199488038499,0.48885523361469585,2,2
2021-03-30,0.23820256916187588,0.15110584151832215,0.8,0.24260788317995957,0.2765816644782049,0.48081045234183545,2,2
2021-03-31,0.1671706714639733,0.16255178908716794,0.8,0.2489860540949101,0.3348572203462066,0.4161567255588834,2,2
2021-04-01,0.2617660612741112,0.19571309469310574,0.8,0.19209118977876752,0.354051559168354,0.45385725105287866,2,2
2021-04-05,0.23413070714102077,0.23103599286177431,0.8,0.20235378030629855,0.3611617322463824,0.4364844874473193,2,2
2021-04-06,0.28069511530125524,0.2363930248684473,0.8,0.1861608266930327,0.3469832313126793,0.4668559419942879,2,2
2021-04-07,0.28951357038323455,0.24665522511271903,0.8,0.1794999976059853,0.35148643440479493,0.46901356798921984,2,2
2021-04-08,0.2113697059350545,0.25549503200693524,0.8,0.20209585999105473,0.3844385740828362,0.4134655659261092,2,2
2021-04-09,0.2444063738564442,0.2520230945234019,0.8,0.2021969432742315,0.35119973959509326,0.4466033171306757,2,2
2021-04-12,0.2796320023079154,0.2611233535567808,0.8,0.20238668136753235,0.31559463495702017,0.48201868367544776,2,1
2021-04-13,0.24168866624271754,0.25332206374507327,0.8,0.20215011821309373,0.3540110973310953,0.44383878445581126,2,0
2021-04-14,0.24496846476120118,0.2444130426206666,0.8,0.21781639231218128,0.31939875061443646,0.46278485707338246,2,1
2021-04-15,0.23298189403356714,0.2487354802403691,0.8,0.20875087723184618,0.34951635150274085,0.4417327712654133,2,0
2021-04-16,0.24357069164082915,0.24856834379724607,0.8,0.20633201752561983,0.3437652733079314,0.449902709166449,2,1
2021-04-19,0.2786103661383498,0.24836401656333296,0.8,0.20489148918246528,0.3116066554967194,0.4835018553208151,2,2
2021-04-20,0.2961465265779013,0.2592555886303697,0.8,0.20646545203127573,0.29092256935954736,0.5026119786091771,2,2
2021-04-21,0.3069152308543097,0.2716449418489914,0.8,0.17791881160390366,0.33724714593788335,0.4848340424582134,2,1
2021-04-22,0.34533743027747177,0.29411604909777234,0.8,0.17334404727260813,0.3079744751773122,0.5186814775500799,2,2
2021-04-23,0.2643851937273598,0.2982789495150785,0.8,0.19246641978499948,0.3506819667026419,0.4568516135123593,2,1
2021-04-26,0.2180252793085347,0.28616193214911545,0.8,0.20859326466292735,0.36478819136561147,0.42661854397146204,2,0
2021-04-27,0.24130635934685774,0.2751938987029067,0.8,0.20287037476198022,0.35295289112918266,0.44417673410883796,2,0
2021-04-28,0.2871668583133101,0.2712442241947068,0.8,0.18423654477150234,0.3443600521436854,0.4714034030848125,2,0
